0001	20190814	903	1000	1010	1020	990	5000
0001	20190814	906	1010	1015	1030	1020	5000
0001	20190814	909	1015	1015	1020	1020	5000
0001	20190814	912	1015	1020	1020	1015	5000
0001	20190814	915	1020	1015	1030	1010	5000
0001	20190814	918	1015	1010	1020	1010	5000
0001	20190814	921	1010	1010	1020	1020	5000
0001	20190814	924	1010	1005	1030	1000	5000
0001	20190814	927	1005	1010	1010	1000	5000
0001	20190814	930	1010	1015	1030	1010	5000
0001	20190814	933	1015	1020	1025	1005	5000
0001	20190814	936	1020	1020	1030	1010	5000
0001	20190814	939	1020	1025	1040	1020	5000
0001	20190814	942	1025	1030	1040	1020	5000
0001	20190814	945	1030	1045	1060	1025	5000
0001	20190814	948	1045	1050	1060	1040	5000
0001	20190814	951	1050	1070	1090	1045	5000
0001	20190814	954	1070	1065	1080	1065	5000
0001	20190814	957	1065	1050	1065	1050	5000
0001	20190814	1000	1050	1055	1060	1040	5000
0001	20190814	1003	1055	1040	1055	1040	5000
0001	20190814	1006	1040	1035	1050	1030	5000
0001	20190814	1009	1035	1040	1050	1020	5000
0001	20190814	1012	1040	1045	1055	1035	5000
0001	20190814	1015	1045	1055	1060	1040	5000
0001	20190814	1018	1055	1050	1060	1050	5000
0001	20190814	1021	1050	1055	1070	1040	5000
0001	20190814	1024	1055	1030	1055	1030	5000
0001	20190814	1027	1030	1025	1040	1020	5000
0001	20190814	1030	1025	1030	1040	1020	5000
0001	20190814	1033	1030	1010	1040	1010	5000
0001	20190814	1036	1010	1015	1025	1010	5000
0001	20190814	1039	1015	1020	1030	1015	5000
0001	20190814	1042	1020	1025	1030	1020	5000
0001	20190814	1045	1025	1010	1030	1005	5000
0001	20190814	1048	1010	1010	1015	1000	5000
0001	20190814	1051	1010	1015	1020	1010	5000
0001	20190814	1054	1015	1020	1030	1020	5000
0001	20190814	1057	1020	1015	1035	1015	5000
0001	20190814	1000	1015	1010	1020	1010	5000
0001	20190814	1103	1010	1010	1020	1000	5000
0001	20190814	1106	1010	1005	1015	1000	5000
0001	20190814	1109	1005	1000	1010	1000	5000
0001	20190814	1112	1000	1010	1020	990	5000
0001	20190814	1115	1010	1015	1020	1005	5000
0001	20190814	1118	1015	1010	1020	1010	5000
0001	20190814	1121	1010	1005	1015	1000	5000
0001	20190814	1124	1005	1020	1030	1005	5000
0001	20190814	1127	1020	1025	1040	1020	5000
0001	20190814	1130	1025	1030	1040	1030	5000
0001	20190814	1133	1030	1040	1055	1035	5000
0001	20190814	1136	1040	1035	1040	1030	5000
0001	20190814	1139	1035	1040	1050	1040	5000
0001	20190814	1142	1040	1055	1070	1035	5000
0001	20190814	1145	1055	1050	1060	1050	5000
0001	20190814	1148	1050	1060	1065	1045	5000
0001	20190814	1151	1060	1065	1070	1055	5000
0001	20190814	1154	1065	1050	1070	1060	5000
0001	20190814	1157	1050	1055	1055	1040	5000
0001	20190814	1100	1055	1030	1060	1030	5000
0001	20190814	1203	1030	1025	1040	1020	5000
0001	20190814	1206	1025	1030	1030	1020	5000
0001	20190814	1209	1030	1035	1050	1030	5000
0001	20190814	1212	1035	1040	1045	1035	5000
0001	20190814	1215	1040	1020	1050	1020	5000
0001	20190814	1218	1020	1025	1030	1020	5000
0001	20190814	1221	1025	1030	1040	1020	5000
0001	20190814	1224	1030	1020	1030	1020	5000
0001	20190814	1227	1020	1025	1030	1020	5000
0001	20190814	1230	1025	1010	1030	1010	5000
0001	20190814	1233	1010	1000	1020	1000	5000
0001	20190814	1236	1000	1010	1010	1000	5000
0001	20190814	1239	1010	1015	1020	1010	5000
0001	20190814	1242	1015	1020	1020	1010	5000
0001	20190814	1245	1020	1010	1020	1000	5000
0001	20190814	1248	1010	1020	1020	1000	5000
0001	20190814	1251	1020	1030	1030	1010	5000
0001	20190814	1254	1030	1025	1030	1020	5000
0001	20190814	1257	1025	1030	1030	1020	5000
0001	20190814	1200	1030	1035	1040	1025	5000
0001	20190814	1303	1035	1040	1045	1030	5000
0001	20190814	1306	1040	1020	1040	1020	5000
0001	20190814	1309	1020	1025	1030	1010	5000
0001	20190814	1312	1025	1030	1040	1020	5000
0001	20190814	1315	1030	1045	1050	1030	5000
0001	20190814	1318	1045	1040	1050	1040	5000
0001	20190814	1321	1040	1035	1040	1030	5000
0001	20190814	1324	1035	1050	1055	1030	5000
0001	20190814	1327	1050	1040	1055	1040	5000
0001	20190814	1330	1040	1035	1045	1030	5000
0001	20190814	1333	1035	1050	1060	1030	5000
0001	20190814	1336	1050	1055	1060	1040	5000
0001	20190814	1339	1055	1030	1065	1030	5000
0001	20190814	1342	1030	1035	1040	1030	5000
0001	20190814	1345	1035	1040	1050	1030	5000
0001	20190814	1348	1040	1045	1050	1030	5000
0001	20190814	1351	1045	1040	1050	1035	5000
0001	20190814	1354	1040	1030	1045	1030	5000
0001	20190814	1357	1030	1035	1040	1025	5000
0001	20190814	1300	1035	1040	1040	1030	5000
0001	20190814	1403	1040	1045	1050	1040	5000
0001	20190814	1406	1045	1040	1055	1030	5000
0001	20190814	1409	1040	1030	1045	1030	5000
0001	20190814	1412	1030	1035	1040	1020	5000
0001	20190814	1415	1035	1040	1050	1035	5000
0001	20190814	1418	1040	1010	1040	1010	5000
0001	20190814	1421	1010	1005	1020	1000	5000
0001	20190814	1424	1005	1010	1015	1005	5000
0001	20190814	1427	1010	1010	1020	1010	5000
0001	20190814	1430	1010	1015	1020	1010	5000
0001	20190814	1433	1015	1020	1030	1015	5000
0001	20190814	1436	1020	1015	1025	1010	5000
0001	20190814	1439	1015	1010	1020	1010	5000
0001	20190814	1442	1010	1020	1025	1010	5000
0001	20190814	1445	1020	1040	1045	1020	5000
0001	20190814	1448	1040	1030	1040	1025	5000
0001	20190814	1451	1030	1035	1040	1025	5000
0001	20190814	1454	1035	1050	1055	1030	5000
0001	20190814	1457	1050	1040	1050	1040	5000
0001	20190814	1400	1040	1040	1050	1030	5000
0001	20190814	1503	1040	1025	1050	1025	5000
0001	20190814	1506	1025	1020	1030	1020	5000
0001	20190814	1509	1020	1005	1025	1005	5000
0001	20190814	1512	1005	1015	1020	1000	5000
0001	20190814	1515	1015	1010	1020	1010	5000
0001	20190814	1518	1010	1015	1015	1005	5000
0001	20190814	1521	1015	1020	1030	1010	5000
0001	20190814	1524	1020	1015	1025	1010	5000
0001	20190814	1527	1015	1020	1030	1010	5000
0001	20190814	1530	1020	1010	1020	1010	5000
