0001	20190815	903	1000	1000	1000	1000	5000
0001	20190815	906	1000	1000	1000	1000	5000
0001	20190815	909	1000	1000	1000	1000	5000
0001	20190815	912	1000	1000	1000	1000	5000
0001	20190815	915	1000	1000	1000	1000	5000
0001	20190815	918	1000	1000	1000	1000	5000
0001	20190815	921	1000	1000	1000	1000	5000
0001	20190815	924	1000	1000	1000	1000	5000
0001	20190815	927	1000	1000	1000	1000	5000
0001	20190815	930	1000	1000	1000	1000	5000
0001	20190815	933	1000	1000	1000	1000	5000
0001	20190815	936	1000	1000	1000	1000	5000
0001	20190815	939	1000	1000	1000	1000	5000
0001	20190815	942	1000	1000	1000	1000	5000
0001	20190815	945	1000	1000	1000	1000	5000
0001	20190815	948	1000	1000	1000	1000	5000
0001	20190815	951	1000	1000	1000	1000	5000
0001	20190815	954	1000	1000	1000	1000	5000
0001	20190815	957	1000	1000	1000	1000	5000
0001	20190815	1000	1000	1000	1000	1000	5000
0001	20190815	1003	1000	1000	1000	1000	5000
0001	20190815	1006	1000	1000	1000	1000	5000
0001	20190815	1009	1000	1000	1000	1000	5000
0001	20190815	1012	1000	1000	1000	1000	5000
0001	20190815	1015	1000	1000	1000	1000	5000
0001	20190815	1018	1000	1000	1000	1000	5000
0001	20190815	1021	1000	1000	1000	1000	5000
0001	20190815	1024	1000	1000	1000	1000	5000
0001	20190815	1027	1000	1000	1000	1000	5000
0001	20190815	1030	1000	1000	1000	1000	5000
0001	20190815	1033	1000	1000	1000	1000	5000
0001	20190815	1036	1000	1000	1000	1000	5000
0001	20190815	1039	1000	1000	1000	1000	5000
0001	20190815	1042	1000	1000	1000	1000	5000
0001	20190815	1045	1000	1000	1000	1000	5000
0001	20190815	1048	1000	1000	1000	1000	5000
0001	20190815	1051	1000	1000	1000	1000	5000
0001	20190815	1054	1000	1000	1000	1000	5000
0001	20190815	1057	1000	1000	1000	1000	5000
0001	20190815	1000	1000	1000	1000	1000	5000
0001	20190815	1103	1000	1000	1000	1000	5000
0001	20190815	1106	1000	1000	1000	1000	5000
0001	20190815	1109	1000	1000	1000	1000	5000
0001	20190815	1112	1000	1000	1000	1000	5000
0001	20190815	1115	1000	1000	1000	1000	5000
0001	20190815	1118	1000	1000	1000	1000	5000
0001	20190815	1121	1000	1000	1000	1000	5000
0001	20190815	1124	1000	1000	1000	1000	5000
0001	20190815	1127	1000	1000	1000	1000	5000
0001	20190815	1130	1000	1000	1000	1000	5000
0001	20190815	1133	1000	1000	1000	1000	5000
0001	20190815	1136	1000	1000	1000	1000	5000
0001	20190815	1139	1000	1000	1000	1000	5000
0001	20190815	1142	1000	1000	1000	1000	5000
0001	20190815	1145	1000	1000	1000	1000	5000
0001	20190815	1148	1000	1000	1000	1000	5000
0001	20190815	1151	1000	1000	1000	1000	5000
0001	20190815	1154	1000	1000	1000	1000	5000
0001	20190815	1157	1000	1000	1000	1000	5000
0001	20190815	1100	1000	1000	1000	1000	5000
0001	20190815	1203	1000	1000	1000	1000	5000
0001	20190815	1206	1000	1000	1000	1000	5000
0001	20190815	1209	1000	1000	1000	1000	5000
0001	20190815	1212	1000	1000	1000	1000	5000
0001	20190815	1215	1000	1000	1000	1000	5000
0001	20190815	1218	1000	1000	1000	1000	5000
0001	20190815	1221	1000	1000	1000	1000	5000
0001	20190815	1224	1000	1000	1000	1000	5000
0001	20190815	1227	1000	1000	1000	1000	5000
0001	20190815	1230	1000	1000	1000	1000	5000
0001	20190815	1233	1000	1000	1000	1000	5000
0001	20190815	1236	1000	1000	1000	1000	5000
0001	20190815	1239	1000	1000	1000	1000	5000
0001	20190815	1242	1000	1000	1000	1000	5000
0001	20190815	1245	1000	1000	1000	1000	5000
